Depo Date,Action Date,User Name,User Role,Registered User,Job #,Event category,Event Name,DepositionId,Event count
5/2/2023 10:00,5/2/2023 13:00,Nicholas Chrysanthem,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,2
5/2/2023 10:00,5/2/2023 14:00,Susan B. Anthony,CourtReporter,CR,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/2/2023 14:00,Susan B. Anthony,CourtReporter,CR,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,9
5/2/2023 10:00,5/2/2023 15:00,Kat Thomas,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,87
5/2/2023 10:00,5/2/2023 16:00,Kat Thomas,Attorney,Yes,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/2/2023 16:00,Kat Thomas,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,2
5/2/2023 10:00,5/2/2023 16:00,Kat Thomas,Attorney,Yes,36627,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,3
5/2/2023 10:00,5/2/2023 16:00,Nicholas Chrysanthem,Attorney,Yes,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,2
5/2/2023 10:00,5/2/2023 16:00,Nicholas Chrysanthem,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,7
5/2/2023 10:00,5/3/2023 9:00,Nicholas Chrysanthem,Attorney,Yes,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/3/2023 9:00,Nicholas Chrysanthem,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,136
5/2/2023 10:00,5/3/2023 12:00,Christian Struven,Paralegal,Yes,46262,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,ed2618f3-794e-418f-ad19-93546167b08h,40
5/2/2023 10:00,5/3/2023 14:00,Oprah Winfrey,TechExpert,ADMIN,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/4/2023 7:00,Kat Thomas,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/4/2023 11:00,Dawn Stewart,Paralegal,Yes,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/4/2023 11:00,Dawn Stewart,Paralegal,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,54
5/2/2023 10:00,5/9/2023 11:00,timothy coon,Attorney,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/10/2023 14:00,Verna Marthinus,Paralegal,Yes,36627,Post Deposition Summary Tab,DL Rough Draft from Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,1
5/2/2023 10:00,5/10/2023 14:00,Verna Marthinus,Paralegal,Yes,36627,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,87a1125b-b500-423c-9a87-d773365e87e4,2
5/2/2023 10:00,5/15/2023 8:00,File  Clerk ,Teammate,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,4
5/2/2023 10:00,5/19/2023 4:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,1
5/2/2023 10:00,5/19/2023 5:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,33
5/2/2023 10:00,5/22/2023 4:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,1
5/2/2023 10:00,5/22/2023 10:00,File  Clerk ,Teammate,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/22/2023 10:00,Trezure Calmese,Paralegal,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/22/2023 11:00,Alison Nieschulz,Paralegal,Yes,96112,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,9d5715fa-6e8d-483a-9a75-4bea1232e743,1
5/2/2023 10:00,5/23/2023 6:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,39
5/2/2023 10:00,5/23/2023 7:00,Brad Pitt,CourtReporter,CR,92567,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,3146ae23-16dc-4bdf-842a-00a5ce38647a,9
5/2/2023 10:00,5/23/2023 7:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,113
5/2/2023 10:00,5/23/2023 7:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Searched for key word on Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,1
5/2/2023 10:00,5/23/2023 8:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,69
5/2/2023 10:00,5/24/2023 8:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,25
5/2/2023 10:00,5/24/2023 9:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,129
5/2/2023 10:00,5/24/2023 10:00,Kristen Bell,CourtReporter,CR,92456,Post Deposition Summary Tab,Scrolled through Rough Draft in Summary Tab in Post Depo,24851c86-c7f1-4b4c-9464-d6523ce43188,111
